"SpillNumber","DateReported","Note","Product","ProductNote","Town","Location","LATITUDE","LONGITUDE"
"P-466-1992",8/5/1992,"","#2 Fuel Oil","","BETHEL","RED TOP DINER [Big Apple 2] , Route 2",44.414384,-70.795961
"P-466-1994",7/25/1994 3:00:00 PM,"","#2 Fuel Oil","","KITTERY","",43.092699,-70.760499
"P-466-1995",9/8/1995 12:00:00 PM,"","Unleaded Gasoline","","SANFORD","",43.450726,-70.778305
"P-466-1996",8/1/1996 12:00:00 PM,"","#2 Fuel Oil","","LEWISTON","",44.102502,-70.202129
"P-466-1998",10/5/1998,"","#2 Fuel Oil","","SACO","",43.501428,-70.443512
"P-466-2002",6/19/2002 12:00:00 PM,"MDOT road work assessment, contamination","Unspecified Motor Fuel","","SOUTH PORTLAND","MDOT Jetport area and Johnson Road @ Jetport Gas CITGO/TEXACO",43.643793,-70.330387
"P-466-2005",6/16/2005 9:35:00 AM,"Furnace malfunction ","#2 Fuel Oil","","SACO","Pepperell Bank and Trust 270 Main Street",43.498651,-70.445608
"P-467-1995",7/28/1995,"","Hydraulic Oil","","GORHAM","",43.64031,-70.413673
"P-467-1997",11/4/1997,"","#2 Fuel Oil","","KITTERY","",43.090148,-70.728288
"P-467-2000",8/10/2000 9:48:00 AM,"","Unleaded Gasoline","","GRAY","",43.885017,-70.330374
"P-467-2007",6/29/2007 8:00:00 AM,"Contamination found during facility upgrade","Unleaded Gasoline","","SOUTH BERWICK","Central Station 170 Main St.",43.232831,-70.808339
"P-467-2008",5/29/2008 8:00:00 PM,"Truck fire","Unleaded Gasoline","","WELLS","Galen Humphrey 165 Kimberly Circle",43.305202,-70.651214
"P-468-1991",8/14/1991 6:30:00 PM,"","Waste Oil/Used Motor Oil","","PORTLAND","",43.65505,-70.251072
"P-468-1997",9/2/1997 10:00:00 AM,"","Unleaded Gasoline","","BRIDGTON","",44.045719,-70.703745
"P-468-1998",10/7/1998 3:38:00 PM,"LUST removal, removal safety violations.","Unleaded Gasoline","","KENNEBUNK","Verizen telephone local office, Commerce Dr. ",43.405024,-70.557272
"P-468-2007",6/29/2007 1:25:00 PM,"Water found in interstitial space","None","","BRUNSWICK","BNAS ",43.890759,-69.929909
"P-469-1992",8/3/1992 3:00:00 PM,"Removal of UST facility","Gasoline Unspecified","","LEWISTON","Promenade Mall, 855 Lisbon St",44.08163,-70.204697
"P-469-1995",8/10/1995 4:15:00 PM,"","Gasoline Unspecified","","BIDDEFORD","",43.483918,-70.470143
"P-469-2006",6/7/2006 4:55:00 PM,"Pesticides and oil found in basement","Hazardous Chemical - Specified in report","","KITTERY","Bonnie Pierce 632 Haley Road",43.085862,-70.697783
"P-470-1991",7/25/1991,"","Gasoline Unspecified","","OXFORD","",44.194149,-70.525191
"P-470-1995",8/14/1995,"","#4 Fuel Oil","","CAPE ELIZABETH","",43.591198,-70.230229
"P-470-2000",8/7/2000 9:00:00 AM,"abandonment of various UST's","Unspecified Oil","","KITTERY","PNSY, @ various locations",43.082681,-70.733837
"P-470-2004",6/3/2004 1:06:00 PM,"leak in diesel dispenser and overflow over ground","Diesel","","ELIOT","Eliot Irving gas station, Rt. 236",43.13007,-70.769548
"P-471-1988",10/5/1988,"","Gasoline Unspecified","","BOWDOINHAM","SEE ALSO P-498-88, Patchell",44.005837,-69.882083
"P-471-1993",7/28/1993 4:20:00 PM,"","Unleaded Gasoline","","WESTBROOK","",43.676866,-70.360543
"P-471-1995",8/9/1995 8:45:00 AM,"","None","","WINDHAM","",43.642225,-70.413891
"P-471-1997",9/2/1997,"","Unleaded Gasoline","","POWNAL","",43.891719,-70.184387
"P-471-2005",6/21/2005 12:00:00 PM,"LUST removal ","Aviation Gasoline","Fuel for piston powered aircraft.","SANFORD","Presidential Aviation, @ Sanfrod Airport",43.397195,-70.714199
"P-472-1990",7/16/1990 9:15:00 AM,"","Gasoline Unspecified","","SOUTH PORTLAND","",43.637227,-70.284784
"P-472-1991",8/20/1991 4:30:00 AM,"","Gasoline Unspecified","","SACO","",43.499569,-70.449998
"P-472-1994",7/28/1994 11:30:00 AM,"","Unleaded Gasoline","","BIDDEFORD","",43.456112,-70.429756
"P-472-1995",8/9/1995 2:35:00 PM,"","Unknown Substance","","HARPSWELL","",43.82139,-69.898894
"P-472-1997",9/2/1997,"","#2 Fuel Oil","","BRUNSWICK","",43.90884,-69.950725
"P-472-2005",6/21/2005 10:40:00 AM,"AST within 20 feet of well housing","#2 Fuel Oil","","YORK","Joey Lundvall 1495 U.S. Route 1",43.206431,-70.617308
"P-472-2007",6/30/2007 11:30:00 PM,"Leaking vehicle","Unleaded Gasoline","","WINDHAM","Walmart Roosevelt Trail",43.838375,-70.446051
"P-473-1989",8/1/1989,"","#2 Fuel Oil","","BRUNSWICK","",43.915277,-69.9575
"P-473-1994",7/28/1994 10:40:00 AM,"","#2 Fuel Oil","","SACO","",43.518611,-70.434695
"P-473-2005",6/21/2005 3:25:00 PM,"Drill rig explosion ","Diesel","","WELLS","High Pine Well Drilling Rig at Spring Meadow Lane ",43.291246,-70.641413
"P-473-2006",6/18/2006 10:59:00 AM,"broken crash valve","Diesel","","ELIOT","Irving  Route 236",43.130076,-70.769546
"P-474-1987",12/1/1987 9:00:00 AM,"","Gasoline Unspecified","","PHIPPSBURG","",43.820374,-69.814742
"P-474-1989",7/31/1989 9:30:00 AM,"","Hazardous Chemical - Unspecified","","PORTLAND","",43.469597,-70.742492
"P-474-1993",8/4/1993 3:37:00 PM,"","Gasoline Unspecified","","AUBURN","",44.086958,-70.221078
"P-474-1996",8/2/1996 11:00:00 AM,"","Gasoline Unspecified","","RAYMOND","",43.887472,-70.464929
"P-474-2005",6/23/2005 10:45:00 AM,"Drake Oil Co.","Gasoline Unspecified","","SACO","North St. XtraMart, 333 North St.",43.518997,-70.455948
"P-475-1989",8/1/1989 2:00:00 PM,"","Unleaded Gasoline","","BIDDEFORD","Vellieux Oil [a.k.a. Pauls Variety gas'",43.491127,-70.455758
"P-475-1990",7/18/1990 9:00:00 AM,"","Gasoline Unspecified","","WEST BATH","",43.914476,-69.864184
"P-475-1993",8/4/1993 8:52:00 AM,"","Diesel","","LEWISTON","",44.100288,-70.218142
"P-475-1994",7/27/1994,"","None","","SABATTUS","",44.121664,-70.111945
"P-475-1996",8/2/1996,"","Unleaded Gasoline","","GRAY","",43.886503,-70.330137
"P-475-2008",6/2/2008 1:00:00 PM,"Rowell LLC (HA Mopes) Unreported spills?","Waste Oil/Used Motor Oil","","SANFORD","Sanford Gulf 850 Main St.",43.442064,-70.779093
"P-476-1992",8/6/1992 9:38:00 AM,"","Gasoline Unspecified","","SABATTUS","",44.111696,-70.110383
"P-476-1995",8/15/1995 12:30:00 PM,"","#4 Fuel Oil","","SANFORD","",43.450285,-70.786509
"P-476-1996",8/5/1996,"","None","","BIDDEFORD","",43.482547,-70.476522
"P-476-2004",6/3/2004 11:20:00 AM,"Customer:  K-1 can less than 1 gallon spilled ","#1 Fuel Oil - Kerosene","","BRIDGTON","C.N. Brown - Big Apple 16 Portland Road",44.052718,-70.701053
"P-476-2005",6/23/2005 11:10:00 AM,"Mystery overfill","Diesel","","KENNEBUNK","Mile 24 South Rest Area ",43.409695,-70.561335
"P-477-2004",6/4/2004 11:00:00 AM,"Downeast installing tank spilled oil","#2 Fuel Oil","","SACO","Coulombe residence 14 Ferry Lane",43.469521,-70.39376
"P-478-1989",8/2/1989 12:15:00 PM,"","Unspecified Oil","","SANFORD","",43.460433,-70.782443
"P-478-1990",7/20/1990 4:05:00 PM,"","None","","YARMOUTH","",43.794727,-70.173611
"P-478-1991",8/19/1991 6:30:00 PM,"","Hazardous Chemical - Unspecified","","BERWICK","",43.267665,-70.863936
"P-478-1992",4/6/1992 9:47:00 AM,"","Unleaded Gasoline","","SABATTUS","",44.076007,-70.115224
"P-478-1994",7/29/1994 8:00:00 AM,"","#2 Fuel Oil","","AUBURN","",44.100398,-70.239744
"P-478-1995",8/14/1995 10:55:00 AM,"","Unleaded Gasoline","","CASCO","",43.922496,-70.574725
"P-478-1996",8/14/1996 1:30:00 PM,"","Waste Oil/Used Motor Oil","","SANFORD","",43.43308,-70.762467
"P-478-2001",6/17/2001 8:15:21 PM,"","Gasoline Unspecified","","SOUTH PORTLAND","Urban commercial & residential area.   From overfilled auto @ retail motor fuels UST facility.  ",43.628487,-70.276574
"P-478-2006",6/19/2006 10:00:00 AM,"UST removal ","#2 Fuel Oil","","KENNEBUNK","Maine Turnpike Authority Mile 24 South",43.410767,-70.558011
"P-479-1989",8/3/1989 10:00:00 AM,"","None","","ALFRED","F H Scott Inc, Rt. 202",43.469573,-70.742444
"P-479-1994",6/26/1994,"","Diesel","","WESTBROOK","",43.663335,-70.372887
"P-479-1996",8/2/1996,"Inventory discrepancy and soil removal with facility maintenance","Gasoline Unspecified","","PORTLAND","Mobil mart, 84 Auburn St.",43.703313,-70.289933
"P-480-1987",12/9/1987 4:00:00 PM,"","Hazardous Chemical - Unspecified","","ARUNDEL","",43.41946,-70.516479
"P-480-1997",9/9/1997,"","Unleaded Gasoline","","FRYEBURG","",44.015445,-70.98306
"P-480-2000",8/2/2000 11:48:00 AM,"","Gasoline Unspecified","","PORTLAND","",43.656012,-70.281791
"P-480-2002",7/8/2002 1:10:00 PM,"#4 oil product line broken & repaired.","#4 Fuel Oil","","BIDDEFORD","University of New  England  Route 9",43.458944,-70.388581
"P-480-2004",6/8/2004 8:30:00 AM,"Customer drove off with nozzle in car.","Gasoline Unspecified","","POWNAL","Short Stop Route 9",43.891719,-70.184387
"P-481-1994",8/3/1994 6:00:00 PM,"","Diesel","","AUBURN","",44.18261,-70.234361
"P-481-1996",8/5/1996 12:45:00 PM,"","None","","SOUTH PORTLAND","",43.635146,-70.233943
"P-481-1997",12/6/1997 1:05:00 PM,"","#6 Fuel Oil","","BRUNSWICK","",43.908951,-69.962136
"P-481-1999",6/30/1999 11:30:00 AM,"AST fell over, 140 gallons spilled","#1 Fuel Oil - Kerosene","","POLAND","Guay Res 160 Hackett Mills Road",44.084058,-70.336223
"P-482-1987",12/8/1987 4:00:00 PM,"","Transformer Oil","Non PCB - less than 50 ppm.","LISBON","",43.992273,-70.05225
"P-482-1988",10/1/1988 6:00:00 PM,"","Diesel","","PORTLAND","",43.659692,-70.264725
"P-482-1994",8/3/1994 11:00:00 AM,"","#2 Fuel Oil","","PORTLAND","",43.692663,-70.264197
"P-482-1998",10/14/1998 9:20:00 AM,"","Waste Oil/Used Motor Oil","","SOUTH PORTLAND","",43.635109,-70.246925
"P-482-2005",6/27/2005 5:35:00 PM,"Truck overfill","Waste Oil/Used Motor Oil","","AUBURN","Safety Kleen Corp. @ Safe Handling property Rodman Road",44.074734,-70.24676
"P-482-2006",6/21/2006 7:15:00 AM,"Tank truck UST overfill ","Unleaded Gasoline","","KITTERY","Suds & More EXXON  2 Shapleigh Road & Woodlawn",43.088652,-70.735876
"P-483-1989",8/8/1989 2:00:00 PM,"Maine CTI violations","Unleaded Gasoline","","SOUTH PORTLAND","MAINE MALL MOBIL, 425 Maine Mall Rd.",43.632411,-70.339163
"P-483-2000",8/2/2000 8:54:00 AM,"","Unspecified Oil","","AUBURN","",44.10216,-70.226132
"P-483-2002",7/11/2002 11:15:52 AM,"LUST removal with new and pre-1990 historical contamination.  Mystery un-compliant gaso. UST found during clean-up.","Gasoline Unspecified","","KENNEBUNKPORT","Cape Hardware CITGO, Rt. 9 & Langsford.  Cape Porpoise.",43.372401,-70.437977
"P-483-2008",5/23/2008 9:30:00 AM,"UST overfill - not reported","Unleaded Gasoline","","LEWISTON","Nino Corp. 1930 Lisbon St.",44.062089,-70.148191
"P-483-2009",6/15/2009 12:00:00 PM,"drum spills","Waste Oil/Used Motor Oil","","AUBURN","SPECTRUM AUTO & TRUCK SERVICE, Lewiston Junction Rd",44.04701,-70.297791
"P-484-1989",7/7/1989 3:00:00 PM,"","Unspecified Motor Fuel","","SOUTH PORTLAND","",43.619596,-70.305566
"P-484-1990",7/25/1990 1:30:00 PM,"","Gasoline Unspecified","","PORTLAND","",43.689293,-70.25824
"P-484-1997",10/11/1996,"","Unleaded Gasoline","","BRUNSWICK","",43.919611,-69.958728
"P-484-2012",6/18/2012 10:35:00 AM,"Spill by Dead River","#2 Fuel Oil","","BRUNSWICK","Von Schack residence",43.82843,-70.022112
"P-485-1994",8/3/1994,"","#2 Fuel Oil","","AUBURN","",44.086441,-70.220668
"P-485-1995",8/15/1995 3:15:00 PM,"","#1 Fuel Oil - Kerosene","","BRUNSWICK","",43.936004,-69.883051
"P-485-1996",8/6/1996 12:00:00 PM,"","#2 Fuel Oil","","SACO","",43.493842,-70.434119
"P-485-1998",10/15/1998,"","#2 Fuel Oil","","POLAND","",44.083743,-70.337069
"P-485-1999",7/7/1999 4:00:00 PM,"","Diesel","","GEORGETOWN","",43.852775,-69.734172
"P-485-2012",6/18/2012 2:45:00 PM,"","None","","TOPSHAM","Rusty's Market, Nouria Energy",43.927987,-69.946725
"P-486-1989",8/9/1989,"","#6 Fuel Oil","","PORTLAND","",43.663447,-70.274353
"P-486-1994",8/2/1994 3:30:00 PM,"","Unleaded Gasoline","","PARIS","",44.217764,-70.516942
"P-486-1997",9/8/1997 9:00:00 AM,"","Unleaded Gasoline","","MINOT","",44.171088,-70.367063
"P-486-2008",6/3/2008 3:30:00 PM,"Drum spill","Hazardous Chemical - Specified in report","","BERWICK","Prime Tanning Co.",43.266903,-70.863889
"P-486-2010",6/23/2010,"Deliberate discharge of petroleum products after foreclosure","Unspecified Oil","","LYMAN","Ralph H. Drown 195 Walker Road",43.459019,-70.626133
"P-487-1994",8/30/1994 1:00:00 PM,"","Unleaded Gasoline","","LOVELL","",44.15122,-70.92208
"P-487-2003",6/26/2003 5:15:00 PM,"Motor vehicle accident","Unleaded Gasoline","","KITTERY","Pinetree Center Route One",43.121135,-70.720599
"P-487-2006",6/22/2006 4:30:00 PM,"Drum complaint","Lube Oil","","SCARBOROUGH","Irving Blue Canoe 401 US Route One",43.584514,-70.361388
"P-488-1987",7/10/1987 9:00:00 AM,"","Gasoline Unspecified","","WATERBORO","",43.615155,-70.83059
"P-488-1989",8/8/1989 11:20:00 AM,"","#2 Fuel Oil","","LEBANON","",43.393739,-70.912995
"P-488-1991",8/7/1991,"","Gasoline Unspecified","","LEWISTON","",44.081787,-70.197502
"P-488-1994",8/4/1994 8:30:00 AM,"","#2 Fuel Oil","","WELLS","",43.301835,-70.569533
"P-488-1995",8/17/1995,"","Unspecified Oil","","PORTLAND","",43.657173,-70.198716
"P-488-2000",8/10/2000 12:00:20 PM,"auto overfill @station","Gasoline Unspecified","","GRAY","Rt 100 Mobil Station",43.878406,-70.328884
"P-488-2007",7/8/2007 12:45:00 PM,"leak basement AST","#2 Fuel Oil","","LISBON","Wallace residence, 26 Bartholomew St",44.019628,-70.107466
"P-489-1995",8/17/1995,"","#2 Fuel Oil","","PORTLAND","",43.655077,-70.197695
"P-489-1999",7/9/1999,"","Unleaded Gasoline","","CUMBERLAND","",43.817017,-70.319826
"P-489-2005",6/27/2005 7:30:00 PM,"Poland Spring truck ","Waste Oil/Used Motor Oil","","PORTER","Dyer Straights Transp. @ Route 160",43.846598,-70.897989
"P-490-1992",8/7/1992 10:26:00 AM,"gasoline vapors impacting NAPA Auto Parts","Unleaded Gasoline","","BETHEL","Bethel Irving, Mechanic St",44.407875,-70.789387
"P-490-1993",8/13/1993 9:10:00 AM,"","Diesel","","BRUNSWICK","",43.929346,-69.895186
"P-490-1999",7/11/1999,"","Unleaded Gasoline","","PORTLAND","",43.707006,-70.290609
"P-490-2002",7/17/2002 2:49:00 PM,"Mystery UST removed","None","","AUBURN","Turner and Hampshire Streets, UST under sidewalk",44.099037,-70.226328
"P-490-2006",6/23/2006 3:00:00 PM,"Dispenser leak ","Diesel","","GRAY","Liberty Oil bulk plant Route 100",43.896274,-70.32752
"P-491-1987",4/3/1987 4:30:00 PM,"","Gasoline Unspecified","","TOPSHAM","",43.922707,-69.965316
"P-491-1989",8/18/1989,"","#2 Fuel Oil","","BUXTON","",43.697099,-70.59828
"P-491-1993",8/16/1993 12:00:00 PM,"","#4 Fuel Oil","","BRUNSWICK","",43.901846,-69.975451
"P-491-1995",11/15/1995 2:20:00 PM,"","Unleaded Gasoline","","PORTLAND","",43.680498,-70.28605
"P-491-1996",7/8/1996 3:10:00 PM,"","Leaded Gasoline","","PORTLAND","",43.658727,-70.261004
"P-491-2004",6/10/2004 2:00:00 PM,"Gasoline discharge, dispenser (#12) out of service","Gasoline Unspecified","","SOUTH PORTLAND","Fill it up please ",43.687844,-70.293076
"P-492-1990",7/30/1990 2:00:00 PM,"","#2 Fuel Oil","","SOUTH BERWICK","",43.232997,-70.809631
"P-492-1993",8/16/1993 2:00:00 PM,"","Gasoline Unspecified","","FALMOUTH","",43.734603,-70.239031
"P-492-1994",8/7/1994 10:57:00 AM,"","Hazardous Chemical - Unspecified","","GORHAM","",43.66911,-70.439169
"P-492-1995",8/22/1995,"","Waste Oil/Used Motor Oil","","PORTLAND","",43.650414,-70.254593
"P-492-1996",8/8/1996 10:58:00 AM,"","Gasoline Unspecified","","SOUTH PORTLAND","",43.636132,-70.267215
"P-492-1997",9/8/1997 1:29:00 PM,"","Non-Hazardous Chemical - Specified in report","","OXFORD","",44.131444,-70.494478
"P-492-2002",7/22/2002 9:30:00 AM,"LUST removal.  See also report P-504-02 on adjacent property.","Gasoline Unspecified","","WESTBROOK","WESTBROOK EXXON. former SUNOCO station.  560-570 Maine St.  Former Webber Energy station.",43.679256,-70.353957
"P-493-1989",8/9/1989 10:00:00 AM,"","Hydraulic Oil","","CAPE ELIZABETH","",43.5933,-70.228259
"P-493-1993",5/14/1993,"","#2 Fuel Oil","","FREEPORT","",43.848884,-70.113022
"P-493-1995",8/25/1995 11:45:00 AM,"AST bulk plant","#2 Fuel Oil","","LISBON","LISBON FUEL CO, LISBON FALLS",44.002699,-70.075892
"P-493-2002",7/9/2002,"Dispenser leak.  Alliance Oil Co.","Unleaded Gasoline","","SOUTH PORTLAND","Exit 7  Puffin Stop, 697 Main St. (former Downeast Energy) Alliance Oil Company",43.620012,-70.306019
"P-494-1995",8/29/1995 11:30:00 AM,"","Waste Oil/Used Motor Oil","","BIDDEFORD","",43.476939,-70.477863
"P-494-1998",10/20/1998 9:34:00 AM,"","#2 Fuel Oil","","BRUNSWICK","",43.894142,-69.927346
"P-494-2001",6/14/2001 7:30:54 PM,"","Unleaded Gasoline","","BIDDEFORD","Irving Maineway.  Retail motor fuels UST facility, located on Rt. 111 near MTA Exit 111.",43.477864,-70.493959
"P-494-2014",6/26/2014 11:15:00 AM,"D K Burke Oil spill","#2 Fuel Oil","","KENNEBUNK","RSU Bus Mintenance Facility, 116 York St",43.368061,-70.553671
"P-495-1994",9/9/1994 11:10:00 AM,"","Diesel","","SANFORD","",43.425309,-70.768373
"P-495-1996",8/8/1996,"","Unspecified Oil","","SOUTH BERWICK","",43.218583,-70.811223
"P-495-1997",9/10/1997 11:40:00 AM,"","Diesel","","PORTLAND","",43.692663,-70.264197
"P-495-1998",10/20/1998 10:00:00 AM,"","Hazardous Chemical - Specified in report","","GORHAM","",43.677786,-70.414093
"P-495-2000",8/10/2000,"","Unleaded Gasoline","","SOUTH PORTLAND","",43.637209,-70.333968
"P-496-1994",7/14/1994 2:20:00 PM,"","Hazardous Chemical - Unspecified","","BATH","",43.910079,-69.814445
"P-496-1996",8/9/1996,"","Unleaded Gasoline","","NORTH BERWICK","Perkin's Store GETTY, Rowell & Watson Oil, Rt 4 & 9",43.305414,-70.738577
"P-496-1998",10/13/1998 2:55:00 PM,"","Unleaded Gasoline","","SCARBOROUGH","",43.589828,-70.334
"P-496-2000",8/17/2000,"","#2 Fuel Oil","","PORTLAND","",43.651797,-70.309205
"P-496-2002",7/2/2002,"Rowell and Watson LUST removal.  Surface diesel spills.","Gasoline Unspecified","","BERWICK","Cranberry Meadow Market, (a.k.a. T and M Store)  341 School & Cranberry Mdw. Rd. Route 9",43.285263,-70.822585
"P-496-2009",6/30/2009 9:30:00 AM,"LUST investigations","None","","OGUNQUIT","Hutchins Garage (former) 166 Main St.",43.247243,-70.600503
"P-496-2011",7/5/2011 1:40:00 PM,"outside AST leak","#2 Fuel Oil","","GEORGETOWN","Jaeger residence, 1132 Five Islands Rd",43.81414,-69.732554
"P-497-1988",10/20/1988,"pipe leak","Unleaded Gasoline","","PORTLAND","Northgate Mobil Mart 01-COP, (former Gibbs) 84 Auburn St.",43.703909,-70.288487
"P-497-1989",8/14/1989 12:00:00 PM,"","Gasoline Unspecified","","FRYEBURG","",44.116927,-70.977947
"P-497-1990",7/31/1990 10:06:00 AM,"","Diesel","","SACO","",43.510567,-70.432062
"P-497-1994",8/8/1994 9:25:00 AM,"","Unknown Substance","","WESTBROOK","",43.649808,-70.367916
"P-497-1995",8/18/1995 9:48:00 AM,"","Diesel","","WESTBROOK","",43.678639,-70.350647
"P-497-2003",7/1/2003 10:00:00 AM,"Broken filter on AST","#2 Fuel Oil","","WOOLWICH","Ian and Elizabeth Buchan 7 Old Stage Rd.",43.948677,-69.808565
"P-497-2004",5/28/2004 4:00:00 PM,"Report of oil in river.  Turned out to be River Scum.","None","","LEWISTON","Lincoln Street Canal.  Next to RR Park",44.095253,-70.222108
"P-498-1989",8/14/1989 7:46:00 AM,"","#2 Fuel Oil","","SCARBOROUGH","",47.354865,-68.317373
"P-498-1994",6/27/1994 8:15:00 AM,"","Hazardous Chemical - Unspecified","","BATH","",43.910079,-69.814445
"P-498-1995",8/17/1995 5:00:00 PM,"","Unleaded Gasoline","","RAYMOND","",43.9525,-70.461944
"P-498-1996",8/12/1996 11:20:00 AM,"","#2 Fuel Oil","","WESTBROOK","",43.681746,-70.351136
"P-498-2002",2/6/2002 4:40:27 PM,"Investigation of oil contaminated soils and clean-up actions.  Stringent Clean-Up Goal location.  See also P-902-01, P-566-02 and P-814-01.","Oil - Other - Specified in Report","","PORTLAND","Pereira residence & property, at Battery Cravens, Whaleback Rd., Peaks Island, Portland",43.660688,-70.181928
"P-498-2003",7/1/2003,"Bare copper line leak beneath home, unknown volume, duration","#1 Fuel Oil - Kerosene","","NORWAY","3 Redwood Drive Mobile home",44.198262,-70.53047
"P-498-2007",7/9/2007 9:10:00 AM,"Contamination found during tank removal","Unleaded Gasoline","","AUBURN","Emerson Chevrolet 946 Center St.",44.133179,-70.225987
"P-498-2013",7/5/2013 11:30:00 AM,"AST leak","#1 Fuel Oil - Kerosene","","WEST BATH","LaRocca & Kalb residence, 290 Sabino",43.85645,-69.864857
"P-499-1989",8/15/1989 10:00:00 AM,"","#1 Fuel Oil - Kerosene","","HARPSWELL","",43.753597,-70.002772
"P-499-1992",8/12/1992 2:00:00 PM,"","Unleaded Gasoline","","NORWAY","",44.201636,-70.530055
"P-499-1993",8/17/1993 8:25:00 AM,"","Unleaded Gasoline","","BERWICK","",43.267891,-70.86169
"P-499-1994",8/8/1994 8:00:00 AM,"","#2 Fuel Oil","","PORTLAND","",43.657191,-70.288863
"P-499-1996",8/5/1996,"","Waste Oil/Used Motor Oil","","PORTLAND","",43.668389,-70.258478
"P-499-2000",8/12/2000 5:47:00 PM,"Tractor Trailer (gasoline tanker) accident.  Fully engulfed in fire.","Unleaded Gasoline","","SACO","Maine Turnpike Southbound Exit 5 ramp.",43.528982,-70.454583
"P-499-2004",6/15/2004 3:00:00 PM,"LUST removal","Gasoline Unspecified","","CORNISH","Cornish Big Apple MOBIL 118 Maple Street",43.804753,-70.815565
"P-500-1994",8/4/1994 12:00:00 PM,"","#2 Fuel Oil","","BRIDGTON","",44.054155,-70.70325
"P-500-1999",7/26/1999,"","Unleaded Gasoline","","PORTLAND","",43.670008,-70.289644
"P-500-2009",6/29/2009 9:00:00 AM,"hypo needles found on beach","Medical Waste","","HARPSWELL","Edgewater Colony",43.78245,-70.012861
"P-501-1986",12/1/1986 3:45:00 PM,"","Gasoline Unspecified","","HARPSWELL","",43.799269,-69.987651
"P-501-1991",3/28/1989,"","Gasoline Unspecified","","BATH","",43.94,-69.825556
"P-501-1996",8/9/1996 1:00:00 PM,"","#2 Fuel Oil","","BRUNSWICK","",43.907609,-69.918248
"P-501-2007",7/5/2007 9:00:00 AM,"Emergency Old gaso. UST abandonment","Unleaded Gasoline","","FREEPORT","Richardson residence Bustins Island",43.797521,-70.070847
"P-502-1989",8/15/1989 8:10:00 PM,"","Hazardous Chemical - Unspecified","","LEWISTON","",44.076195,-70.174954
"P-502-2000",8/15/2000 9:00:00 AM,"","Diesel","","LYMAN","",43.503465,-70.585256
"P-502-2006",7/3/2006 12:45:00 AM,"corrosion hole in side wall seam of tank","#2 Fuel Oil","","WELLS","Biller Residence 215 Ocean Ave Wells",43.274357,-70.583184
"P-502-2008",5/29/2008 1:35:00 PM,"Fire @ junkyard car crushing","Gasoline Unspecified","","NORTH YARMOUTH","Gallants Auto Salvage 712 New Gloucester Road",43.885662,-70.251344
"P-503-1994",8/9/1994 1:00:00 PM,"","Unspecified Oil","","SOUTH PORTLAND","",43.638829,-70.28697
"P-503-1996",8/13/1996 3:47:00 PM,"","Unleaded Gasoline","","AUBURN","",44.106445,-70.225449
"P-503-1997",9/25/1997 10:00:00 AM,"Removal of motor fuels UST facility.  No new installation.","Unleaded Gasoline","","BRUNSWICK","Former Brunswick Irving, Southbound side of Rt. 1, Pleasant St.",43.912554,-69.98711
"P-504-1994",8/9/1994 2:00:00 PM,"","Gasoline Unspecified","","MECHANIC FALLS","",44.109817,-70.380209
"P-504-1996",8/13/1996 2:00:00 PM,"","#2 Fuel Oil","","LEWISTON","",44.108531,-70.160232
"P-504-2002",7/22/2002 3:23:32 PM,"Historical LUST clean-up of July 2002, following 1988 LUST removal.  1980 discharge, see P-100-80.","Gasoline Unspecified","","WESTBROOK","Previous Webber Energy property: Former Paul's Service and INTERSTATE-95 gas stations. 558 Main St. & Haskell St.",43.679562,-70.353467
"P-505-1994",10/13/1994 9:18:00 AM,"","Waste Oil/Used Motor Oil","","KITTERY","",43.098087,-70.743782
"P-505-1996",8/13/1996 2:00:00 PM,"","#2 Fuel Oil","","SOUTH PORTLAND","",43.649471,-70.22955
"P-506-1990",8/7/1990,"","Gasoline Unspecified","","PORTLAND","",43.668951,-70.301073
"P-506-1993",8/21/1993 12:22:00 PM,"","#2 Fuel Oil","","OLD ORCHARD BEACH","",43.51307,-70.386821
"P-506-1996",8/22/1996 10:20:00 AM,"","#2 Fuel Oil","","SOUTH PORTLAND","",43.64658,-70.230421
"P-506-2002",7/22/2002 7:44:22 PM,"Dispenser nozzle failed to shut off while fueling vehicle.","Unleaded Gasoline","","SCARBOROUGH","Scarborough Irving, Route 1",43.584514,-70.361388
"P-506-2006",6/28/2006 12:40:00 PM,"Water in piping sumps","None","","FALMOUTH","Falmouth Shopping Center 251 US Route 1",43.723076,-70.231493
"P-506-2008",6/3/2008 8:45:00 AM,"Ice off roof in March, reported in June.","#1 Fuel Oil - Kerosene","","SANFORD","Arthur Abbott Fall Rd.",43.434321,-70.837738
"P-507-1987",8/25/1987,"","None","","SANFORD","",43.457461,-70.790793
"P-507-1997",8/20/1997,"","None","","WEST BATH","new meadows market, M W Sewall oil, West Bath Rd.",43.910337,-69.866113
"P-507-2000",8/29/2000,"","Unleaded Gasoline","","YARMOUTH","",43.806529,-70.171278
"P-507-2007",7/11/2007 12:00:00 PM,"removal of unregistered UST, without notice or waiver, discharge of oil to ground unreported","Diesel","","KITTERY","Key Automotive 9 US RTE ONE Bypass, South",43.089694,-70.757736
"P-507-2009",7/2/2009 12:00:00 PM,"UST abandonment","None","","HARPSWELL","Thomas Coffin estate, 6 First St.",43.856926,-69.914089
